transaction_id,Sta,station_name,Dest,dest_station_name,Line,LineCC,PrType,TxT,FarT,Value,TrxDetail,InsertionDateTime
193,49,Uttam Nagar West,47,Dwarka Mor,Blue Line (N),BLN,Other,Exit,Adult,50.00,OT-20240620-803620,2024-06-20 07:33:07
194,25,Hauz Khas,28,Qutab Minar,Yellow Line,YL,Other,Exit,Adult,20.00,OT-20240511-510357,2024-05-11 10:24:45
195,36,IFFCO Chowk,29,Chhatarpur,Yellow Line,YL,Other,Entry,Senior Citizen,40.00,OT-20240521-470290,2024-05-21 17:41:59
196,25,Hauz Khas,9,Vishwavidyalaya,Yellow Line,YL,QR Ticket,Entry,Senior Citizen,10.00,QR-20240705-832213,2024-07-05 20:35:29
197,60,Shadipur,90,Pitampura,Blue Line (N),BLN,Other,Entry,Concession,40.00,OT-20240706-849165,2024-07-06 10:10:44
198,95,Inderlok,102,Welcome,Red Line,RL,Other,Entry,Student,50.00,OT-20240504-414973,2024-05-04 15:42:41
199,100,Shastri Park,92,Netaji Subhash Place,Red Line,RL,Other,Exit,Concession,50.00,OT-20240607-520779,2024-06-07 18:13:23
200,123,Punjabi Bagh,135,Mundka Industrial Area,Green Line,GL,Other,Exit,Adult,60.00,OT-20240620-171841,2024-06-20 06:01:10
201,19,Udyog Bhawan,33,Guru Dronacharya,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240608-858001,2024-06-08 20:05:55
202,7,Model Town,31,Ghitorni,Yellow Line,YL,Other,Entry,Adult,10.00,OT-20240518-871109,2024-05-18 18:03:07
203,30,Sultanpur,11,Civil Lines,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240608-793060,2024-06-08 13:30:26
204,25,Hauz Khas,22,INA,Yellow Line,YL,Other,Exit,Concession,60.00,OT-20240726-843893,2024-07-26 18:29:53
205,97,Pratap Nagar,111,Mohan Nagar,Red Line,RL,QR Ticket,Entry,Senior Citizen,50.00,QR-20240624-802757,2024-06-24 20:49:25
206,39,Dwarka Sector 8,65,RK Ashram Marg,Blue Line (N),BLN,Other,Entry,Adult,40.00,OT-20240705-751074,2024-07-05 08:18:36
207,75,Noida Sector 15,62,Rajendra Place,Blue Line (N),BLN,QR Ticket,Exit,Adult,60.00,QR-20240721-181793,2024-07-21 18:39:29
208,37,HUDA City Centre,7,Model Town,Yellow Line,YL,QR Ticket,Exit,Adult,40.00,QR-20240712-807849,2024-07-12 11:59:24
209,36,IFFCO Chowk,2,Rohini Sector 18-19,Yellow Line,YL,Other,Exit,Student,20.00,OT-20240604-712597,2024-06-04 17:59:14
210,34,Sikanderpur,23,AIIMS,Yellow Line,YL,NCMC,Entry,Adult,30.00,NC-20240428-847133,2024-04-28 09:15:00
211,7,Model Town,29,Chhatarpur,Yellow Line,YL,Other,Entry,Adult,20.00,OT-20240601-825086,2024-06-01 09:20:30
212,36,IFFCO Chowk,15,New Delhi,Yellow Line,YL,Other,Exit,Senior Citizen,20.00,OT-20240711-564074,2024-07-11 18:07:04
213,128,Peera Garhi,136,Ghevra,Green Line,GL,QR Ticket,Exit,Adult,60.00,QR-20240721-435142,2024-07-21 08:33:49
214,15,New Delhi,27,Saket,Yellow Line,YL,QR Ticket,Entry,Adult,30.00,QR-20240731-927985,2024-07-31 15:19:27
215,4,Jahangirpuri,12,Kashmere Gate,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240608-016519,2024-06-08 17:08:24
216,116,Nirman Vihar,121,Vaishali,Blue Line (V),BLV,Other,Entry,Concession,50.00,OT-20240710-930026,2024-07-10 10:28:30
217,25,Hauz Khas,21,Jor Bagh,Yellow Line,YL,Other,Exit,Senior Citizen,30.00,OT-20240620-386700,2024-06-20 18:24:05
218,16,Rajiv Chowk,4,Jahangirpuri,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240626-501872,2024-06-26 19:34:36
219,25,Hauz Khas,31,Ghitorni,Yellow Line,YL,Other,Entry,Concession,60.00,OT-20240520-959411,2024-05-20 20:50:41
220,119,Anand Vihar,121,Vaishali,Blue Line (V),BLV,Other,Entry,Senior Citizen,50.00,OT-20240520-541370,2024-05-20 07:43:10
221,3,Haiderpur Badli Mor,63,Karol Bagh,Yellow Line,YL,QR Ticket,Entry,Adult,40.00,QR-20240610-449059,2024-06-10 06:07:07
222,115,Laxmi Nagar,117,Preet Vihar,Blue Line (V),BLV,Other,Exit,Adult,30.00,OT-20240430-069831,2024-04-30 11:56:18
223,134,Mundka,129,Udyog Nagar,Green Line,GL,Other,Exit,Student,30.00,OT-20240531-310268,2024-05-31 20:33:03
224,15,New Delhi,124,Shivaji Park,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240704-855142,2024-07-04 05:34:45
225,36,IFFCO Chowk,13,Chandni Chowk,Yellow Line,YL,Other,Entry,Senior Citizen,40.00,OT-20240606-282378,2024-06-06 22:04:33
226,116,Nirman Vihar,118,Karkarduma,Blue Line (V),BLV,QR Ticket,Exit,Adult,30.00,QR-20240514-030047,2024-05-14 20:51:55
227,9,Vishwavidyalaya,17,Patel Chowk,Yellow Line,YL,QR Ticket,Exit,Adult,50.00,QR-20240613-017688,2024-06-13 09:38:00
228,87,Rithala,103,Shahdara,Red Line,RL,Other,Exit,Concession,10.00,OT-20240510-356793,2024-05-10 15:52:48
229,87,Rithala,103,Shahdara,Red Line,RL,QR Ticket,Entry,Student,20.00,QR-20240628-380832,2024-06-28 16:59:18
230,16,Rajiv Chowk,18,Central Secretariat,Yellow Line,YL,Other,Entry,Senior Citizen,40.00,OT-20240430-993509,2024-04-30 12:34:15
231,124,Shivaji Park,128,Peera Garhi,Green Line,GL,Other,Entry,Adult,10.00,OT-20240605-673521,2024-06-05 13:27:14
232,127,Paschim Vihar West,76,Noida Sector 16,Green Line,GL,Other,Exit,Adult,50.00,OT-20240622-789510,2024-06-22 09:27:17
233,87,Rithala,110,Shyam Park,Red Line,RL,Other,Exit,Adult,20.00,OT-20240430-854442,2024-04-30 20:52:50
234,133,Rajdhani Park,122,Ashok Park Main,Green Line,GL,QR Ticket,Exit,Adult,10.00,QR-20240630-367966,2024-06-30 17:00:25
235,70,Yamuna Bank,59,Kirti Nagar,Blue Line (N),BLN,Other,Entry,Student,60.00,OT-20240511-966348,2024-05-11 19:07:27
236,25,Hauz Khas,22,INA,Yellow Line,YL,QR Ticket,Entry,Student,40.00,QR-20240612-135758,2024-06-12 05:44:36
237,99,Tis Hazari,27,Saket,Red Line,RL,Other,Entry,Student,30.00,OT-20240502-445523,2024-05-02 12:29:37
238,97,Pratap Nagar,109,Rajendra Nagar,Red Line,RL,Other,Entry,Adult,20.00,OT-20240604-387606,2024-06-04 12:27:06
239,34,Sikanderpur,33,Guru Dronacharya,Yellow Line,YL,Other,Entry,Concession,40.00,OT-20240519-760972,2024-05-19 18:18:14
240,25,Hauz Khas,26,Malviya Nagar,Yellow Line,YL,QR Ticket,Exit,Adult,30.00,QR-20240530-158954,2024-05-30 18:41:46
241,49,Uttam Nagar West,67,Mandi House,Blue Line (N),BLN,Other,Entry,Adult,30.00,OT-20240712-517923,2024-07-12 17:27:10
242,29,Chhatarpur,21,Jor Bagh,Yellow Line,YL,QR Ticket,Entry,Concession,50.00,QR-20240604-432808,2024-06-04 18:20:54
243,31,Ghitorni,9,Vishwavidyalaya,Yellow Line,YL,QR Ticket,Exit,Adult,40.00,QR-20240711-239934,2024-07-11 14:32:04
244,77,Noida Sector 18,41,Dwarka Sector 10,Blue Line (N),BLN,QR Ticket,Entry,Adult,50.00,QR-20240719-151465,2024-07-19 12:08:46
245,87,Rithala,104,Mansarovar Park,Red Line,RL,Other,Entry,Adult,40.00,OT-20240523-193361,2024-05-23 07:12:26
246,92,Netaji Subhash Place,89,Rohini East,Red Line,RL,Other,Entry,Senior Citizen,10.00,OT-20240506-135385,2024-05-06 05:04:01
247,32,Arjan Garh,26,Malviya Nagar,Yellow Line,YL,Other,Exit,Senior Citizen,60.00,OT-20240429-584568,2024-04-29 11:44:40
248,119,Anand Vihar,118,Karkarduma,Blue Line (V),BLV,Other,Entry,Adult,60.00,OT-20240620-977333,2024-06-20 09:26:06
249,15,New Delhi,13,Chandni Chowk,Yellow Line,YL,QR Ticket,Entry,Adult,50.00,QR-20240804-673752,2024-08-04 18:36:15
250,18,Central Secretariat,20,Lok Kalyan Marg,Yellow Line,YL,QR Ticket,Entry,Senior Citizen,60.00,QR-20240601-818010,2024-06-01 20:55:08
251,37,HUDA City Centre,10,Vidhan Sabha,Yellow Line,YL,Other,Exit,Adult,20.00,OT-20240701-749533,2024-07-01 05:30:37
252,2,Rohini Sector 18-19,28,Qutab Minar,Yellow Line,YL,Other,Entry,Adult,60.00,OT-20240714-209460,2024-07-14 11:47:53
253,1,Samaypur Badli,35,MG Road,Yellow Line,YL,Other,Exit,Concession,40.00,OT-20240701-366418,2024-07-01 19:00:35
254,123,Punjabi Bagh,125,Madipur,Green Line,GL,QR Ticket,Entry,Senior Citizen,60.00,QR-20240711-276655,2024-07-11 14:11:13
255,3,Haiderpur Badli Mor,13,Chandni Chowk,Yellow Line,YL,Other,Entry,Adult,60.00,OT-20240730-757557,2024-07-30 21:11:00
256,87,Rithala,95,Inderlok,Red Line,RL,Other,Entry,Adult,60.00,OT-20240517-395001,2024-05-17 20:32:25
257,22,INA,29,Chhatarpur,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240430-087772,2024-04-30 11:18:09
258,133,Rajdhani Park,126,Paschim Vihar East,Green Line,GL,Other,Entry,Adult,30.00,OT-20240513-903379,2024-05-13 08:55:57
259,34,Sikanderpur,15,New Delhi,Yellow Line,YL,Other,Exit,Senior Citizen,60.00,OT-20240510-967840,2024-05-10 17:43:52
260,19,Udyog Bhawan,21,Jor Bagh,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240703-992290,2024-07-03 13:54:36
261,37,HUDA City Centre,29,Chhatarpur,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240622-706154,2024-06-22 08:46:35
262,37,HUDA City Centre,4,Jahangirpuri,Yellow Line,YL,QR Ticket,Entry,Adult,20.00,QR-20240519-926950,2024-05-19 18:38:18
263,14,Chawri Bazar,9,Vishwavidyalaya,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240706-124093,2024-07-06 11:17:54
264,98,Pulbangash,92,Netaji Subhash Place,Red Line,RL,Other,Exit,Adult,40.00,OT-20240712-137718,2024-07-12 08:28:17
265,22,INA,27,Saket,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240514-235890,2024-05-14 18:28:23
266,115,Laxmi Nagar,119,Anand Vihar,Blue Line (V),BLV,Other,Entry,Concession,40.00,OT-20240627-795680,2024-06-27 20:20:05
267,19,Udyog Bhawan,16,Rajiv Chowk,Yellow Line,YL,Other,Entry,Adult,10.00,OT-20240711-978148,2024-07-11 15:22:46
268,18,Central Secretariat,14,Chawri Bazar,Yellow Line,YL,Other,Exit,Senior Citizen,50.00,OT-20240509-591359,2024-05-09 07:47:32
269,25,Hauz Khas,101,Seelampur,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240718-324612,2024-07-18 21:29:07
270,96,Shastri Nagar,164,NHPC Chowk,Red Line,RL,Other,Entry,Student,10.00,OT-20240801-048252,2024-08-01 07:19:57
271,87,Rithala,101,Seelampur,Red Line,RL,Other,Entry,Adult,10.00,OT-20240508-350112,2024-05-08 07:34:56
272,51,Janakpuri West,76,Noida Sector 16,Blue Line (N),BLN,Other,Exit,Senior Citizen,50.00,OT-20240430-669406,2024-04-30 12:35:16
273,22,INA,34,Sikanderpur,Yellow Line,YL,QR Ticket,Exit,Concession,50.00,QR-20240528-838470,2024-05-28 17:33:54
274,37,HUDA City Centre,18,Central Secretariat,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240704-478160,2024-07-04 21:55:18
275,102,Welcome,92,Netaji Subhash Place,Red Line,RL,Other,Exit,Adult,60.00,OT-20240731-045412,2024-07-31 12:36:14
276,123,Punjabi Bagh,141,Brigadier Hoshiar Singh,Green Line,GL,Other,Exit,Adult,10.00,OT-20240606-065900,2024-06-06 11:48:15
277,78,Botanical Garden,57,Ramesh Nagar,Blue Line (N),BLN,Other,Exit,Senior Citizen,50.00,OT-20240707-910262,2024-07-07 11:38:40
278,16,Rajiv Chowk,11,Civil Lines,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240505-060241,2024-05-05 17:25:36
279,163,Sarai,166,Sector 28 Faridabad,Violet Line,VL,Other,Entry,Concession,40.00,OT-20240705-226130,2024-07-05 17:38:03
280,95,Inderlok,101,Seelampur,Red Line,RL,Other,Entry,Student,20.00,OT-20240628-801580,2024-06-28 15:51:59
281,25,Hauz Khas,37,HUDA City Centre,Yellow Line,YL,QR Ticket,Exit,Adult,50.00,QR-20240508-995813,2024-05-08 18:25:47
282,7,Model Town,4,Jahangirpuri,Yellow Line,YL,Other,Entry,Concession,30.00,OT-20240713-671955,2024-07-13 20:14:00
283,25,Hauz Khas,31,Ghitorni,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240721-820917,2024-07-21 19:11:05
284,15,New Delhi,37,HUDA City Centre,Yellow Line,YL,QR Ticket,Entry,Adult,30.00,QR-20240626-133252,2024-06-26 09:33:59
285,37,HUDA City Centre,1,Samaypur Badli,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240509-093063,2024-05-09 21:22:21
286,27,Saket,77,Noida Sector 18,Yellow Line,YL,Other,Exit,Senior Citizen,40.00,OT-20240803-231823,2024-08-03 07:44:21
287,50,Uttam Nagar East,64,Jhandewalan,Blue Line (N),BLN,Other,Exit,Adult,50.00,OT-20240714-507120,2024-07-14 21:18:36
288,34,Sikanderpur,31,Ghitorni,Yellow Line,YL,Other,Entry,Senior Citizen,50.00,OT-20240601-410041,2024-06-01 09:47:06
289,115,Laxmi Nagar,120,Kaushambi,Blue Line (V),BLV,Other,Exit,Student,40.00,OT-20240609-554394,2024-06-09 15:53:52
290,12,Kashmere Gate,4,Jahangirpuri,Yellow Line,YL,QR Ticket,Entry,Student,10.00,QR-20240603-814502,2024-06-03 16:24:31
291,87,Rithala,108,Raj Bagh,Red Line,RL,Other,Exit,Student,40.00,OT-20240617-169329,2024-06-17 16:59:42
292,7,Model Town,5,Adarsh Nagar,Yellow Line,YL,Other,Entry,Concession,30.00,OT-20240531-964658,2024-05-31 13:06:22
293,4,Jahangirpuri,8,Guru Tegh Bahadur Nagar,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240721-546680,2024-07-21 08:28:39
294,25,Hauz Khas,37,HUDA City Centre,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240718-416472,2024-07-18 18:34:02
295,12,Kashmere Gate,22,INA,Yellow Line,YL,QR Ticket,Entry,Senior Citizen,60.00,QR-20240508-797455,2024-05-08 09:06:33
296,151,Lajpat Nagar,173,Raja Nahar Singh,Violet Line,VL,Other,Entry,Adult,30.00,OT-20240731-465953,2024-07-31 08:26:28
297,46,Dwarka,58,Moti Nagar,Blue Line (N),BLN,QR Ticket,Exit,Adult,30.00,QR-20240629-730214,2024-06-29 09:07:08
298,29,Chhatarpur,18,Central Secretariat,Yellow Line,YL,Other,Entry,Concession,50.00,OT-20240718-590665,2024-07-18 07:03:42
299,79,Golf Course,77,Noida Sector 18,Blue Line (N),BLN,QR Ticket,Exit,Student,30.00,QR-20240707-700812,2024-07-07 10:52:33
300,25,Hauz Khas,4,Jahangirpuri,Yellow Line,YL,Other,Entry,Adult,60.00,OT-20240610-123652,2024-06-10 10:33:08
301,70,Yamuna Bank,43,Dwarka Sector 12,Blue Line (N),BLN,Other,Entry,Student,30.00,OT-20240709-371700,2024-07-09 09:25:10
302,22,INA,5,Adarsh Nagar,Yellow Line,YL,QR Ticket,Entry,Adult,40.00,QR-20240801-324365,2024-08-01 19:30:16
303,22,INA,2,Rohini Sector 18-19,Yellow Line,YL,Other,Entry,Senior Citizen,50.00,OT-20240524-497135,2024-05-24 19:12:12
304,135,Mundka Industrial Area,115,Laxmi Nagar,Green Line,GL,Other,Entry,Adult,60.00,OT-20240717-534280,2024-07-17 06:51:08
305,136,Ghevra,127,Paschim Vihar West,Green Line,GL,Other,Exit,Adult,50.00,OT-20240620-148212,2024-06-20 11:58:33
306,37,HUDA City Centre,24,Green Park,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240614-287264,2024-06-14 08:03:10
307,61,Patel Nagar,75,Noida Sector 15,Blue Line (N),BLN,QR Ticket,Entry,Senior Citizen,50.00,QR-20240610-768765,2024-06-10 18:47:22
308,25,Hauz Khas,13,Chandni Chowk,Yellow Line,YL,QR Ticket,Entry,Student,20.00,QR-20240709-600518,2024-07-09 20:16:41
309,15,New Delhi,8,Guru Tegh Bahadur Nagar,Yellow Line,YL,Other,Entry,Student,50.00,OT-20240524-555549,2024-05-24 19:34:39
310,141,Brigadier Hoshiar Singh,137,Tikri Kalan,Green Line,GL,Other,Exit,Adult,40.00,OT-20240721-631313,2024-07-21 20:22:10
311,78,Botanical Garden,67,Mandi House,Blue Line (N),BLN,Other,Entry,Adult,40.00,OT-20240719-497285,2024-07-19 19:46:56
312,30,Sultanpur,24,Green Park,Yellow Line,YL,Other,Entry,Adult,10.00,OT-20240506-114878,2024-05-06 19:05:04
313,128,Peera Garhi,129,Udyog Nagar,Green Line,GL,Other,Entry,Concession,30.00,OT-20240724-006999,2024-07-24 07:35:10
314,22,INA,16,Rajiv Chowk,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240522-025419,2024-05-22 19:02:52
315,137,Tikri Kalan,123,Punjabi Bagh,Green Line,GL,Other,Exit,Concession,60.00,OT-20240612-038083,2024-06-12 07:58:13
316,141,Brigadier Hoshiar Singh,132,Nangloi Railway Station,Green Line,GL,Other,Entry,Adult,60.00,OT-20240627-200959,2024-06-27 22:34:21
317,25,Hauz Khas,29,Chhatarpur,Yellow Line,YL,Other,Exit,Student,10.00,OT-20240604-414385,2024-06-04 11:05:27
318,25,Hauz Khas,17,Patel Chowk,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240430-882590,2024-04-30 16:41:26
319,44,Dwarka Sector 13,53,Tilak Nagar,Blue Line (N),BLN,Other,Entry,Student,30.00,OT-20240721-144934,2024-07-21 22:39:47
320,81,Noida Sector 34,78,Botanical Garden,Blue Line (N),BLN,QR Ticket,Exit,Student,40.00,QR-20240516-742597,2024-05-16 13:15:04
321,37,HUDA City Centre,103,Shahdara,Yellow Line,YL,Other,Exit,Senior Citizen,60.00,OT-20240519-407134,2024-05-19 10:56:13
322,28,Qutab Minar,3,Haiderpur Badli Mor,Yellow Line,YL,QR Ticket,Exit,Adult,50.00,QR-20240716-450477,2024-07-16 21:18:25
323,102,Welcome,98,Pulbangash,Red Line,RL,QR Ticket,Exit,Senior Citizen,50.00,QR-20240531-340614,2024-05-31 15:00:12
324,36,IFFCO Chowk,6,Azadpur,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240724-409406,2024-07-24 14:01:56
325,14,Chawri Bazar,34,Sikanderpur,Yellow Line,YL,Other,Exit,Student,50.00,OT-20240706-949829,2024-07-06 07:28:26
326,87,Rithala,97,Pratap Nagar,Red Line,RL,Other,Entry,Senior Citizen,40.00,OT-20240525-196358,2024-05-25 14:16:38
327,15,New Delhi,21,Jor Bagh,Yellow Line,YL,Other,Entry,Concession,20.00,OT-20240429-687767,2024-04-29 20:33:58
328,129,Udyog Nagar,141,Brigadier Hoshiar Singh,Green Line,GL,Other,Entry,Concession,10.00,OT-20240730-968629,2024-07-30 08:43:14
329,22,INA,37,HUDA City Centre,Yellow Line,YL,QR Ticket,Entry,Adult,40.00,QR-20240506-806159,2024-05-06 13:23:17
330,97,Pratap Nagar,102,Welcome,Red Line,RL,Other,Entry,Adult,40.00,OT-20240708-308441,2024-07-08 18:26:40
331,16,Rajiv Chowk,15,New Delhi,Yellow Line,YL,QR Ticket,Entry,Student,20.00,QR-20240615-359581,2024-06-15 06:16:05
332,19,Udyog Bhawan,36,IFFCO Chowk,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240711-246166,2024-07-11 17:11:13
333,8,Guru Tegh Bahadur Nagar,19,Udyog Bhawan,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240705-582994,2024-07-05 16:55:28
334,97,Pratap Nagar,103,Shahdara,Red Line,RL,Other,Exit,Adult,10.00,OT-20240701-179767,2024-07-01 11:27:12
335,25,Hauz Khas,28,Qutab Minar,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240615-422114,2024-06-15 15:18:05
336,25,Hauz Khas,10,Vidhan Sabha,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240715-935076,2024-07-15 11:09:49
337,49,Uttam Nagar West,83,Noida Sector 61,Blue Line (N),BLN,Other,Exit,Adult,60.00,OT-20240507-767519,2024-05-07 07:47:33
338,78,Botanical Garden,65,RK Ashram Marg,Blue Line (N),BLN,Other,Exit,Concession,60.00,OT-20240520-435236,2024-05-20 09:02:14
339,4,Jahangirpuri,28,Qutab Minar,Yellow Line,YL,Other,Exit,Senior Citizen,10.00,OT-20240705-986224,2024-07-05 19:40:54
340,87,Rithala,94,Kanhaiya Nagar,Red Line,RL,Other,Entry,Adult,30.00,OT-20240528-711393,2024-05-28 21:15:23
341,76,Noida Sector 16,75,Noida Sector 15,Blue Line (N),BLN,Other,Entry,Senior Citizen,30.00,OT-20240624-191030,2024-06-24 21:07:27
342,12,Kashmere Gate,21,Jor Bagh,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240613-636855,2024-06-13 09:23:30
343,37,HUDA City Centre,5,Adarsh Nagar,Yellow Line,YL,QR Ticket,Entry,Student,30.00,QR-20240619-537869,2024-06-19 16:00:57
344,92,Netaji Subhash Place,109,Rajendra Nagar,Red Line,RL,Other,Exit,Adult,30.00,OT-20240609-303992,2024-06-09 20:18:36
345,123,Punjabi Bagh,138,Tikri Border,Green Line,GL,QR Ticket,Exit,Adult,20.00,QR-20240710-031287,2024-07-10 23:23:43
346,25,Hauz Khas,37,HUDA City Centre,Yellow Line,YL,NCMC,Entry,Concession,30.00,NC-20240530-385475,2024-05-30 19:15:43
347,15,New Delhi,17,Patel Chowk,Yellow Line,YL,Other,Exit,Senior Citizen,30.00,OT-20240706-598155,2024-07-06 17:38:30
348,133,Rajdhani Park,129,Udyog Nagar,Green Line,GL,Other,Entry,Concession,60.00,OT-20240524-151031,2024-05-24 13:17:15
349,18,Central Secretariat,29,Chhatarpur,Yellow Line,YL,Other,Exit,Student,30.00,OT-20240523-307691,2024-05-23 07:27:20
350,22,INA,16,Rajiv Chowk,Yellow Line,YL,Other,Entry,Concession,30.00,OT-20240509-381684,2024-05-09 17:22:01
351,134,Mundka,139,Pandit Shree Ram Sharma,Green Line,GL,QR Ticket,Exit,Concession,10.00,QR-20240517-023238,2024-05-17 16:09:10
352,97,Pratap Nagar,111,Mohan Nagar,Red Line,RL,QR Ticket,Exit,Concession,40.00,QR-20240509-503776,2024-05-09 10:53:03
353,151,Lajpat Nagar,169,Neelam Chowk Ajronda,Violet Line,VL,QR Ticket,Entry,Adult,40.00,QR-20240619-726597,2024-06-19 15:55:31
354,34,Sikanderpur,2,Rohini Sector 18-19,Yellow Line,YL,Other,Entry,Concession,60.00,OT-20240712-488892,2024-07-12 21:23:01
355,11,Civil Lines,35,MG Road,Yellow Line,YL,Other,Exit,Concession,10.00,OT-20240516-528898,2024-05-16 18:38:43
356,119,Anand Vihar,121,Vaishali,Blue Line (V),BLV,Other,Entry,Student,20.00,OT-20240519-798218,2024-05-19 17:17:52
357,137,Tikri Kalan,124,Shivaji Park,Green Line,GL,Other,Entry,Adult,60.00,OT-20240614-010460,2024-06-14 12:00:31
358,138,Tikri Border,132,Nangloi Railway Station,Green Line,GL,Other,Entry,Student,50.00,OT-20240708-636393,2024-07-08 20:59:29
359,24,Green Park,107,Shaheed Nagar,Yellow Line,YL,Other,Entry,Senior Citizen,20.00,OT-20240802-566690,2024-08-02 12:34:27
360,116,Nirman Vihar,118,Karkarduma,Blue Line (V),BLV,QR Ticket,Entry,Student,50.00,QR-20240618-333727,2024-06-18 10:55:41
361,37,HUDA City Centre,28,Qutab Minar,Yellow Line,YL,Other,Entry,Student,50.00,OT-20240526-086813,2024-05-26 09:36:31
362,7,Model Town,16,Rajiv Chowk,Yellow Line,YL,Other,Entry,Concession,60.00,OT-20240507-175865,2024-05-07 19:53:55
363,7,Model Town,11,Civil Lines,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240517-609720,2024-05-17 08:52:24
364,26,Malviya Nagar,6,Azadpur,Yellow Line,YL,QR Ticket,Entry,Senior Citizen,50.00,QR-20240520-200680,2024-05-20 06:28:07
365,31,Ghitorni,19,Udyog Bhawan,Yellow Line,YL,Other,Exit,Concession,50.00,OT-20240515-957804,2024-05-15 17:58:51
366,25,Hauz Khas,22,INA,Yellow Line,YL,Other,Entry,Senior Citizen,20.00,OT-20240429-135983,2024-04-29 21:49:35
367,108,Raj Bagh,105,Jhilmil,Red Line,RL,Other,Exit,Senior Citizen,40.00,OT-20240619-421582,2024-06-19 07:10:07
368,116,Nirman Vihar,118,Karkarduma,Blue Line (V),BLV,Other,Exit,Adult,20.00,OT-20240525-685569,2024-05-25 17:52:18
369,37,HUDA City Centre,36,IFFCO Chowk,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240802-816153,2024-08-02 12:00:21
370,18,Central Secretariat,1,Samaypur Badli,Yellow Line,YL,QR Ticket,Exit,Student,60.00,QR-20240621-139543,2024-06-21 10:00:12
371,61,Patel Nagar,81,Noida Sector 34,Blue Line (N),BLN,Other,Entry,Adult,60.00,OT-20240705-810144,2024-07-05 18:52:35
372,12,Kashmere Gate,2,Rohini Sector 18-19,Yellow Line,YL,QR Ticket,Exit,Adult,20.00,QR-20240510-251947,2024-05-10 20:33:35
373,7,Model Town,15,New Delhi,Yellow Line,YL,Other,Entry,Adult,10.00,OT-20240723-814418,2024-07-23 17:03:39
374,17,Patel Chowk,16,Rajiv Chowk,Yellow Line,YL,QR Ticket,Exit,Adult,30.00,QR-20240615-391375,2024-06-15 15:49:31
375,30,Sultanpur,11,Civil Lines,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240723-889517,2024-07-23 11:50:58
376,81,Noida Sector 34,42,Dwarka Sector 11,Blue Line (N),BLN,Other,Entry,Adult,20.00,OT-20240623-403327,2024-06-23 21:07:53
377,37,HUDA City Centre,16,Rajiv Chowk,Yellow Line,YL,Other,Entry,Student,50.00,OT-20240613-227982,2024-06-13 09:45:56
378,25,Hauz Khas,34,Sikanderpur,Yellow Line,YL,Other,Exit,Concession,50.00,OT-20240610-537917,2024-06-10 09:36:59
379,118,Karkarduma,117,Preet Vihar,Blue Line (V),BLV,Other,Entry,Adult,50.00,OT-20240516-010510,2024-05-16 23:11:56
380,129,Udyog Nagar,139,Pandit Shree Ram Sharma,Green Line,GL,QR Ticket,Entry,Adult,40.00,QR-20240503-744544,2024-05-03 09:33:16
381,66,Barakhamba Road,62,Rajendra Place,Blue Line (N),BLN,Other,Exit,Adult,50.00,OT-20240730-941843,2024-07-30 09:16:04
382,88,Rohini West,94,Kanhaiya Nagar,Red Line,RL,QR Ticket,Exit,Adult,30.00,QR-20240614-303306,2024-06-14 15:37:30
383,97,Pratap Nagar,91,Kohat Enclave,Red Line,RL,Other,Exit,Senior Citizen,20.00,OT-20240718-765704,2024-07-18 14:00:06
384,34,Sikanderpur,7,Model Town,Yellow Line,YL,Other,Exit,Concession,60.00,OT-20240606-681329,2024-06-06 13:42:09
385,5,Adarsh Nagar,138,Tikri Border,Yellow Line,YL,QR Ticket,Exit,Adult,20.00,QR-20240505-280489,2024-05-05 08:11:39
